cook_name,main_ingredient,Serving,taking_time,Ingredients,Howtocook,Image
소고기메추리알장조림,beef ,4인분,120분 이내,"장조림용 소고기 200~250g', '메추리알 50알', '청양고추 1개', '물 4컵', '양파 1/4', '대파 흰 부분 1대', '통후추 0.3', '꿀 2', '간장 5', '청주 2', '꿀 또는 시럽 1'","장조림용 소고기를 찬물에 10~20분간 담가 핏물을 제거해 줍니다.
, 
고기 핏물을 빼는 동안 메추리알을 삶아서 껍질을 까서 준비해 주세요.
, 
냉장고에 보관된 달걀은 미리 실온에 꺼내 놓고 달걀이 잠길 만큼 물을 붓고 굵은소금, 식초를 넣어 삶아주심 돼요. 
, 
냄비에 물 4컵을 붓고 꿀 2를 넣어주세요.
, 
그리고 양파 1/4, 대파 흰 부분 1대, 통후추 0.3을 한데 넣고  1시간 정도 푹 삶아줍니다. 
, 
고기가 삶아지는 위로 뜬 거품을 걷어내 주세요.
, 
1시간 정도 삶아주면 처음 넣었던 물이 반 정도 남겨 된답니다
, 
그럼 삶아진 소고기는 건져내고 양파, 통후추, 대파는 건져내 버리고 육수만 담아 둡니다.
, 
소고기는 결대로 먹기 좋게 찢어 준비하고
, 
만들어 놓은 육수를 냉장고에 넣어 위에 뜬 기름을 걷어내고 사용하심 휠씬 깔끔해요. 요즘 날씨가 추워 베란다에 잠깐 내놓으면 금방 기름과 분리할 수 있더라고요. 위 과정은 선택 사항이니 참고해주세요. 걸러낸 육수에 청주 2, 간장 5를 넣어 끓여주다 삶아 놓은 메추리알을 넣고  
, 
청양고추 1개 도 함께 넣어 끓여줍니다. 매콤한 고추가 들어가야 아무래도 향도 좋고 깔끔하니 해서 넣었어요. 매운 거 잘 못 먹는 아이 청양고추 생략하세요. 풋고추나 꽈리고추 넣어도 되거든요. 이 또한 선택 사항이니 너무 고민하지 마세요. ^^ 
, 
메추리알이 어느 정도 간이 배면 준비해 놓은 소고기를 넣어 5분 정도 더 끓여주다 마지막에 꿀 또는 시럽 1을 넣어 고루 섞어주고 전체적인 국물이 자박 자박할 정도로 조금 더 조려 주심 된답니다. 너무 짜지 않고 삼삼하게 먹으려고 오랫동안 조리지 않았아요.
, 
소고기 메추리알 장조림 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/25/557c53e4c0be141d6a94de15a01c3bdb1.jpg
마약식빵토스트,egg,1인분,15분 이내,"식빵 1장', '달걀 1개', '마요네즈 ', '딸기잼 적당량', '파슬리가루 약간'","식빵 한 장을 준비하고 가운데 부분에 딸기잼을 취향껏 발라주세요. 저희 둘째가 딸기잼을 좋아해 사용했고요. 잼 대신 마요네즈나 버터를 녹여 발라도 됩니다. 그리고 식빵 테두리를 따라 마요네즈를 뿌려주세요. (사진 보다 조금 더 두껍게 해주심 돼요. 저는 소스통에 넣어 놨더니 입구가 작아서 ....)
, 
잼을 바른 가운데 부분에 마요네즈로 원을 그리고 그 안에 달걀 1개를 깨서 올려주세요. 마지막에 파슬리가루 약간 솔솔 뿌려 줍니다. * 식빵 테두리 부분에 마요네즈를 충분히 둘러주면 굳이 가운데 마요네즈를 또 사용하지 않아도 돼요. 사진에서처럼 마요네즈가 가늘게 나오다 보니 달걀흰자가 흘러내릴까 봐 조금 더 사용했답니다.
, 
에어프라이어에 넣고 170도에서 5분간 구워 줍니다. 에어프라이어
, 
5분 구워진 모습입니다. 구워지는 정도를 보시고 시간 조절을 해주심 될 것 같아요. 
, 
에어프라이어 식빵토스트 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/12/d997ba7873f48064c90aea6a8a00064d1.jpg
소불고기덮밥,beef,2인분,90분 이내,"소불고기 200g', '양파 1/2', '대파 1/2', '달걀 2개', '멸치 다시마 육수 2컵', '밥 2공기', '청주 1', '다진 마늘 0.5', '소금 ', '후춧가루 약간', '굴 소스 1', '청주 1', '맛술 2', '간장 2', '설탕 1', '참기름 0.5', '후춧가루 '","멸치 다시마 육수를 2컵 준비해 주세요. 소불고기 200g을 얇게 썬 것을 준비하고 키친타월을 이용해 톡톡 두드려 핏물을 제거하고 밑간 재료인 청주 1, 다진 마늘 0.5, 소금, 후춧가루 약간을 넣어 조물조물 무쳐 5분 정도 둡니다. 
, 
함께 사용할 양파 1/2는 채 썰고 대파는 송송 썰어 주고 달걀 2개는 깨서 풀어 준비해주세요. 
, 
냄비에 멸치 다시마 육수 2컵을 붓고 굴 소스 1, 간장 2, 맛술 2, 청주 1, 설탕 1을 한데 넣고 
, 
보글보글 끓기 시작하면
, 
양파를 넣어 주세요. 그리고 2분 정도 끓여줍니다. 
, 
밑간해 놓은 소고기를 하나씩 떼어 차례로 넣어 가며 끓여주세요. 한 번에 다 넣으면 뭉칠 수 있으니 번거롭더라도 하나씩 넣어주세요. 
, 
고기가 다 익으면 2분 정도 더 끓여주세요. 
, 
불을 중불로 줄이고 달걀 2개를 냄비 가장자리 부분으로 빙 둘러 부어주고 젓지 않고 그냥 보글보글 1분간 끓여 주세요. 
, 
불을 끄고 대파를 넣고 마지막에 참기름 0.5, 후춧가루 적당량을 넣어 마무리해주세요. 
, 
그릇에 밥을 담고 덮밥소스를 적당히 국물과 함께 얹어주면 소불고기덮밥 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/12/acba80cb8a1cc8f9430cafd33b7252bd1.jpg
삼겹살간장조림,pork,2인분,60분 이내,"돼지고기삼겹살 300g', '마늘 10톨', '소금 ', '후춧가루 약간', '청주 1', '간장 3', '청주 1', '맛술 1', '꿀 1', '생강가루 03', '참기름 0.5', '통깨 0.5', '식용유 약간'","삼겹살은 핏물을 키친타월로 꾹꾹 눌러 제거해주고 먹기 좋은 크기로 썰어줍니다. 그리고 밑간 재료인 청주 1, 소금, 후춧가루 적당량을 넣어 조물조물 무쳐 밑간을 해주세요. * 허브맛 솔트를 사용했어요. 그리고 돼지고기는 목살을 이용해도 괜찮아요.
, 
마늘은 2~3등분 해 썰어 준비해주세요. 
, 
달군 팬에 밑간해 놓은 삼겹살을 넣고 달달 볶아주세요. 
, 
고기를 완전히 익혀 주세요 익은 고기는 다른 그릇에 옮겨 담아 둡니다. 
, 
팬에 기름을 살짝 두르고 편 썰어 놓은 마늘을 넣고 달달 볶아주세요. 
, 
기름에 마늘향이 배도록 볶아주다 이어 양념재료인 간장 3, 꿀 1, 청주 1, 맛술 1, 생강가루 0.3을 한데 넣고  바글바글 끓여 주세요. 
, 
양념장이 어느 정도 끓으면 미리 구워 놓았던 돼지고기를 넣고 윤기가 나게 조려주세요. 
, 
마지막에 참기름 0.5, 통깨 0.5를 한데 넣어 맛을 더해 마무리해주세요.
, 
삼겹살 간장조림 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/28/3fe3fde095eca6f90887edcd378142ef1.jpg
계란말이,egg,2인분,60분 이내,"달걀 5개', '매생이 1줌(50g)', '당근 약간', '맛술 1', '마요네즈 1', '소금 0.3', '식용유 적당히 \u200b'","매생이는 찬물에 흔들어 씻어 먹기 좋게 썰어 준비하고 당근은 잘게 다져 함께 준비해주세요(생략하셔도 무관합니다)
, 
그릇 2개를 준비하고 각각 달걀 2개, 3개를 깨서 넣고 달걀 2개에는 매생이, 맛술 0.5, 소금 0.1, 마요네즈 0.5를 한데 넣어주고 달걀 3개에는 맛술 0.5, 소금 0.2, 마요네즈 0.5, 당근을 한데 넣고
, 
모두 고루 섞어 달걀물을 준비합니다. * 간은 달걀물을 살짝 찍어 먹어 보고 입맛에 맞게 간간하게 맞춰주세요. 
, 
달군 팬에 식용유를 두르고 매생이를 넣어 푼 달걀을 붓고
, 
윗면이 반쯤 익으면 끝부분부터 돌돌 말아주고
, 
그다음 다시 달걀물을 붓고 돌돌 말아 주세요.
, 
준비한 달걀물이 없어질 때까지 반복해서 말아 주심 된답니다.
, 
뒤집개로 눌러가며 모양을 잡아주세요. 한 김 식혀 먹기 좋게 썰어 접시에 담아 줍니다. 
, 
매생이 달걀말이 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/26/f9e59e027bab0479538f2de7769286c11.jpg
토마토계란볶음밥,tomato,2인분,60분 이내,"달걀 2개', '대파 1/2대', '방울토마토 10~15개', '공기밥 1공기', '간장 1', '맛술 1', '올리브유 1', '허브맛소금 약간 \u200b'","대파는 송송 썰어 준비하고, 방울토마토는 먹기 좋게 썰어주세요.
, 
달군 팬에 식용유를 살짝 두르고 대파를 넣고 달달 볶아줍니다.
, 
대파가 어느 정도 익어 향이 올라오면 한쪽으로 밀어 넣고 달걀 2개를 깨서 넣어주세요. 그리고 볶아 놓은 대파와 함께 섞어가며 스크램블 에그를 만들어 줍니다. 
, 
달걀, 대파 볶음에 준비한 밥을 1공기 넣고 
, 
양념재료인 간장 1, 맛술 1을 한데 넣어주고
, 
모든 재료를 잘 섞어가며 볶아 마무리합니다. 드셔보시고 부족한 간은 간장으로 해주심 돼요.
, 
팬에 올리브유 1을 두르고 썰어 놓은 방울토마토를 넣고 센 불에서 휘리릭 볶아주다 허브맛소금을 넣어 간을 해 볶아 마무리합니다. 
, 
그릇에 볶음밥을 담고 볶아 놓은 토마토를 함께 올려주면 토마토 달걀 볶음밥 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/21/7058a297c7ab4825bd443e3ba76036481.jpg
시금치무침,spinach,3인분,60분 이내,"시금치 1단', '굵은소금 1', '당근 조금(생략 가능)', '국간장 1', '다진 파 2', '다진 마늘 1', '소금 0.2', '참기름 2', '올리고 당 0.3', '통깨 0.5', '후춧가루 약간'","아파트 장날 1단에 3000원 주고 구입했는데 어찌나 싱싱하고 좋던지요. 
, 
시금치는 흐르는 물에 깨끗하게 씻어 준비해주세요. 
, 
당근은 색감을 위해 조금 채 썰어 끓는 물에 굵은소금 1을 넣고 물이 팔팔 끓어오르면 당근을 10초간 살짝 데쳐 줍니다. * 위 부분은 생략하셔도 무관합니다. 
, 
당근을 데친 물에 손질해 놓은 시금치를 넣고 5초간 데치다
, 
젓가락을 이용해 다시 뒤집어 5초 동안 살짝 데쳐 줍니다.
, 
데친 시금치는 찬물에 2~3번 헹궈 물기를 꼭 짜서 준비합니다. 
, 
꼭 짠 시금치는 손으로 살살 풀어 주고
, 
데친 당근을 넣어주세요.
, 
시금치 양념재료인 국간장 1, 다진 파 2, 다진 마늘 1, 소금 0.2, 올리고 당 0.3을 한데 넣고 조물조물 무쳐 간이 배도록 양념을 해주세요.
, 
그리고 나머지 양념재료인 참기름 2, 통깨 0.5를 한데 넣고 더 조물조물 무쳐 주세요. 이때 입맛에 따라 후춧가루 약간 넣어도 됩니다. 
, 
시금치무침 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/19/2022af2ef00e3bcb4c4b22229d62c6171.jpg
참치달걀말이,tuna,3인분,60분 이내,"참치 캔 1캔(100g)', '달걀 5개', '다진 양파 1/3컵', '다진 당근 1/3컵', '다진 대파 약간', '다진 느타리버섯 1/3컵', '맛술 1', '소금 0.3', '우유 2', '후춧가루 ', '설탕 약간', '돈가스 소스', '마요네즈 ', '가쓰오부시 \u200b'","참치 달걀 말이에 넣을 채소는 정해진 계량은 없어요. 냉장고 자투리 채소를 꺼내 사용하심 된답니다.
, 
당근, 양파, 느타리버섯, 대파를 다져 준비합니다. 저는 다지기를 사용했어요. 
, 
다져 놓은 채소를 넓은 그릇에 담고 참치는 기름을 빼고 함께 넣어줍니다. 달걀 5개, 소금 0.3, 맛술 1, 우유 2, 후춧가루, 설탕 약간 넣어주세요. 소금 간은 조금만 하셔도 된답니다. 참치 자체도 간이 되어 있고, 나중에 소스를 뿌려 먹을 거니 간은 짜게 하면 안 돼요.
, 
재료를 고루 섞어주세요. 이때 달걀 양보다 채소나 참치가 더 많으면 달걀말이 할 때 힘드니.... 적당히 넣어주세요. 
, 
달군 팬에 식용유를 두르고 달걀물을 붓고
, 
윗면이 익기 시작하면 끝부분부터 말아주고 또다시 달걀물을 붓고.... 말아 주고... 같은 방법으로 반복해 준비한 달걀물이 없어질 때까지 말아주심 된답니다. 마지막에 말 때에는 건더기보다 달걀물이 더 많아야지 깔끔하게 말수 있어요.
, 
달걀 5개로 만들었더니 아주 두툼하네요. 
, 
한 김 식으면 먹기 좋게 잘라주세요. 
, 
돈가스 소스를 적당히 뿌려주고 그 위에 마요네즈를 한 번 더 지그재그로 뿌리고 마지막에 가쓰오부시를 솔솔 얹어주면 참치 달걀말이 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/19/cb683e86f552123b1806da174ed1a50c1.jpg
소갈비탕레시피,beef,6인분 이상,2시간 이상,"소갈비 800g', '대파 2대(흰 부분)', '무 6~7cm1토막', '양파 1/2', '마늘 10쪽', '물 13컵', '통후추 0.2', '국간장 2', '다진 마늘 0.5', '소금 0.3', '후춧가루 적당량', '대파 당면'","갈비는 흐르는 물에 2~3번 씻어주고 찬물에 담가 핏물을 빼주세요. 중간중간 2~3번 물을 갈아주며 3시간에서 4시간 정도 충분히 핏물을 뺍니다. 그래야지 고기 누린내 없이 맛있게 드실 수 있답니다. 
, 
함께 곁들이 재료 당면도 불려 둡니다. 
, 
냄비에 물이 끓어오르면 핏물 뺀 갈비를 넣고 약 5분가량 애벌로 삶아 주세요. 
, 
삶은 갈비는 물에 헹궈 깨끗하게 씻어 줍니다. 
, 
깊은 냄비에 씻어 놓은 갈비와 무, 대파, 양파, 마늘, 통후추 0.2, 물 13컵을 한데 넣고 푹 끓여 줍니다. 
, 
뚜껑을 닫고 2시간 정도 푹 끓여줍니다. 중간에 무리 줄어들면 따뜻하게 물을 끓여  줄어든 만큼 보충해 가며 끓여 주심 된답니다.
, 
무는 너무 익으면 맛이 없으니 고기 삶는 중간에 미리 빼놓고 먹기 좋게 썰어 주세요. 
, 
푹 끓인 갈비탕을 체에 밭쳐 국물과 갈비를 따로 분리하고
, 
국물은 차가운 곳에 두워 식혀두었다 위에 뜬 기름을 제거해 줍니다. * 요즘 날씨가 추워 베란다에 잠깐 나두면 금방  기름이 몽글몽글 위쪽에 뭉친답니다.
, 
넓은 그릇에 미리 건져 썰어 놓았던 무와 갈비를 한데 넣고 국간장 2, 다진 마늘 0.5, 후춧가루를 넣고 조물조물 양념을 해주세요. 
, 
국물에 양념한 갈비, 무를 한데 넣고 한 번 더 끓여 줍니다. 이때 드셔보시고 부족한 간을 소금으로 해주심 된답니다. (소금 0.3 정도 넣어주었답니다)
, 
그릇에 불린 당면을 담고 뜨겁게 끓인 갈비탕을 담아줍니다. 그 위에 대파 송송 썰어 함께 곁들여서 먹으면 좋아요. 여기에 대추나 인삼을 넣으면 약재 갈비탕이 된답니다. 
, 
소갈비탕 완성 ^^ 
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/19/703ee0cedb15a273d517b35327f6d1721.jpg
무새우밥,radish,4인분,90분 이내,"새우 200g', '무 1토막(200g)', '쌀 2컵', '물 2+1/4컵', '청주 1스푼', '간장 2스푼', '국간장 2스푼', '참기름 2스푼', '맛술 2스푼', '다진 마늘 0.5스푼', '다진 홍고추 2스푼', '다진 대 파 2스푼', '다진 풋고추 2스푼', '통깨 1스푼'","쌀 2컵을 물에 3~4차례 깨끗하게 씻어주고 30분 이상 충분히 쌀을 불려 줍니다. 
, 
무는 너무 가늘고 길게 채 썰지 마시고 3~4cm 길이로 조금 굵직하게 채 썰어 준비해주세요. 그래야지 밥이 완성되었을 때 죽이 되거나 지저분하지 않답니다.
, 
새우는 아무래도 비린내가 날수 있으니 흐르는 물에 2~3번 씻어 물기를 빼주고 청주 1을 넣어 조물조물 밑간을 해둡니다. 
, 
충분하게 불린 쌀을 밥솥에 담고 물 2컵+1/4컵을 넣고 준비해 놓은 무를 올리고, 그 위에 새우를 올려 밥을 지어주세요. * 전기 압력솥을 이용했고요. 무압모드가 있어 무압취사를 했답니다. 혹시 냄비에 밥을 할 경우 처음에는 센 불에서 짓다 밥 물이 끓어오르면 불을 중불로 줄이고  다시 밥 물이 줄어들면 약불로 줄여 밥을 짓습니다. 그리고 밥이 완성되면 불을 끄고 남은 열로 뜸을 들여주면 돼요. 압력밥솥은 물의 양을 줄여주심 좋아요.
, 
밥이 되는 동안 함께 곁들일 양념장을 만들어 주세요. 양념재료인 국간장 2, 간장 2, 참기름 2, 맛술 2, 다진 마늘 0.5, 다진 홍고추 2, 다진 풋고추 2, 다진 대 파 2, 통깨 1을 한데 넣어 고루 섞어 줍니다.
, 
짠~ 맛있게 완성된 밥! 주걱을 이용해 위에 재료와 밥을 살살 젓어 고루 섞어주세요. 
, 
그릇에 밥을 적당히 담고 양념간장을 곁들여주면 새우 무밥 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/10/3ab00b3f826d28ea2385e4f77dc321ee1.jpg
스팸김치볶음밥,ham(spam) ,2인분,60분 이내,"스팸 1캔(작은 사이즈)', '신 김치 1+1/2컵', '밥 1공기', '대파 1대', '설탕 1스푼', '식용유 2스푼', '간장 1스푼', '참기름 1스푼', '통깨 0.5스푼', '달걀 2개'","대파 1대는 송송 썰어주고, 스팸은 잘게 다져주고, 김치는 적당한 크기로 썰어주세요. 저는 스팸을 넣었는데 참치, 연어 캔 사용하셔도 된답니다.
, 
썰어 놓은 김치에 설탕 1을 넣어 조물조물 무쳐 줍니다. * 김치 신맛에 따라 설탕량을 조절해 줍니다. 저는 묵은지랑 많이 시큼해서 1숟가락 넣었어요.
, 
달군 팬에 식용유 2를 두르고 송송 썰어 놓은 대파를 넣고 노릇노릇하게 볶아주고 
, 
파 기름이 나오면 준비해 놓은 스팸을 함께 넣고 달달 볶다
, 
간장 1을 가장자리 쪽으로 부어 지글지글 눌어붙듯이 볶아 줍니다.
, 
그리고 썰어 놓은 김치를 넣어 함께 볶아주다 * 볶음밥 색감을 위해 고춧가루 0.5~1숟가락 정도 추가해도 된답니다. 이 또한 김치 기본양념에 따라 달라질 수 있겠죠? 
, 
준비한 공깃밥 1공기를 넣고 모든 재료가 잘 섞이도록 고루 볶아주세요. * 집집마다 김치의 염도가 다르니 드셔보시고 입맛에 맞게 간을 해주세요. 싱거우면 간장을 짜면 밥을 더 넣어주심 되겠지요. 
, 
마지막에 참기름 1, 통깨를 넣어 마무리합니다. 
, 
김치볶음밥을 그릇에 담고 반숙으로 달걀 프라이를 부쳐 밥 위에 얹어 주면 백종원 스팸 김치볶음밥 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/10/631abe81c64de392f4375c011976c9721.jpg
또띠아계란토스트,egg,2인분,30분 이내,"또띠아 2장(8인치)', '체다 슬라이스치즈 2장', '달걀 2개', '양파 1/4개', '대파 1/3대', '설탕 4스푼', '소금 약간', '버터 1스푼'","대파는 송송 썰고, 양파는 채 썰어 준비합니다.
, 
달군 프라이팬에 버터 0.5를 두르고 달걀 1개를 깨어 주세요. 노른자는 뒤집개를 사용해 톡 터트려 줍니다. 
, 
그 위에 채 썰어 놓은 양파, 대파를 적당히 얹어주고 (달걀 윗면이 익기 전에 올려주세요) 
, 
그 위에 체더치즈 1장을 얹어줍니다. 
, 
그리고 또띠아 1장을 올린 뒤 뒤집개로 윗부분을 눌러 또띠아에 재료가 붙도록 하고 난 뒤 휙 뒤집어 주세요.
, 
뒤집은 또띠아에 설탕 2, 소금 약간을 골고루 뿌려주고 * 설탕량이 많아 보이지만 막상 먹어보면 그렇지 않더라고요. 요건 개인 입맛일 수도 있으니 설탕량은 드시는 분 입맛에 맞게 조절해주세요. 
, 
뒤집개를 이용해 말아 주면 된답니다. 같은 방법으로 1개 더 만들어 주심 돼요. 
, 
또띠아 계란 토스트 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/10/539c44c5b03e8cdeb0a791360e84bbaa1.jpg
간장삼겹살덮밥,pork,2인분,60분 이내,"삼겹살 5줄', '알배기 배추 3장', '양파 1/2개', '허브맛솔트 적당량', '간장 3스푼', '버터 1스푼', '청주 1/3컵', '맛술 1/3컵', '다진 마늘 1스푼', '생강가루 0.3스푼', '올리고 당 1스푼', '커피가루 약간', '후춧가루 약간', '통깨 0.5스푼'","알배기 배추 3장, 양파 1/2개를 굵직하게 채 썰어 준비하고
, 
삼겹살은 허브맛 소금 0.3을 솔솔 뿌려 밑간을 해둡니다.
, 
밑간해 놓은 삼겹살은 에어프라이어 또는 달군 팬에  앞, 뒤로 노릇노릇하게 구워줍니다.에어프라이어
, 
구운 삼겹살은 먹기 좋게 썰어 줍니다.
, 
팬에 버터 1을 두르고 양파, 양배추를 달달 볶아주다 양념재료인 청주 1/3컵, 맛술 1/3컵, 간장 3, 다진 마늘 1, 생강가루 0.3, 커피가루 약간을 한데 넣어 볶아줍니다. 
, 
먹기 좋게 잘라 놓았던 삼겹살을 모두 넣고 고루 섞어 볶아줍니다.
, 
올리고 당 1, 통깨 0.5, 후춧가루 약간을 넣어 고루 섞어 촉촉하게 삼겹살을 볶아 마무리합니다. 
, 
그릇에 밥을 적당히 담고 볶아 놓은 삼겹살을 올려주면 삼겹살 덮밥 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/07/9629e7f0553105c60e90038ef165d4941.jpg
식빵마늘빵,garlic,2인분,60분 이내,"식빵 3장', '버터 2스푼', '다진 마늘 1스푼', '꿀 1스푼', '파슬리가루 0.3스푼', '소금 약간'","버터 2, 다진 마늘 1, 꿀 1, 파슬리가루 0.3, 소금 약간을 한데 넣어 고루 섞어 주세요. (사진에는 파슬리가루가 빠졌지만 넣었답니다) 
, 
식빵 한 면에 만들어 놓은 마늘 버터를 골고루 발라주세요.
, 
에어프라이어 200도 온도에서 5분 구웠어요. 5분 구워주니 바삭바삭한 식감의 마늘빵이 된답니다.에어프라이어
, 
180도에서 5분 구워주면 조금 덜 바삭거려요 (요건 저희 둘째가 좋아하는 식감이라...) * 갖고 계신 에어프라이어마다 온도가 다르니 중간에 굽다 확인해 주심 좋을 것 같아요.
, 
식빵 마늘빵 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/07/1ff06f80ee8e3816d92aea8fe60dd3661.jpg
닭갈비레시피,chicken,4인분,90분 이내,"닭 다리 살 800g', '양배추 150g', '고구마 2개(200g)', '떡 1줌(100g)', '양파 1/2개', '대파 1/3대', '깻잎 20장', '고추장 4스푼', '고춧가루 4스푼', '카레가루 1스푼', '다진 마늘 2스푼', '맛술 3스푼', '청주 3스푼', '간장 2스푼', '올리고 당 4스푼', '참기름 2스푼', '통깨 1스푼'","닭고기는 먹기 좋은 크기로 썰어 준비해주세요.
, 
양념재료인 고추장 4, 고춧가루 4, 카레가루 1, 다진 마늘 2, 맛술 3, 청주 3, 간장 2, 올리고 당 4를 한데 넣어 양념장을 만들어주고 잘라 놓은 닭다리 살을 넣어 조물조물 양념해 줍니다.
, 
함께 넣을 채소를 준비해 주세요. 양배추는 큼직하게 썰고, 고구마는 먹기 좋게 썰고, 대파는 어슷 썰고 양파는 굵게 채 썰고, 깻잎은 절반으로 잘라줍니다.
, 
넓은 팬에 준비한 모든 재료를 한데 넣고
, 
양념해 놓은 닭 다리 살도 함께 넣어 고루 섞어 줍니다.
, 
고기와 함께 넣은 채소가 잘 익도록 뚜껑을 닫고 약한 불에서 익혀주세요. 중간중간 뚜껑을 열어 뒤적뒤적 해줍니다.
, 
물을 넣지 않아도 채소에서 수분이 나와 국물이 생긴답니다. 바닥에 눌어붙지 않게 중간중간 주걱으로 위치를 바꿔 주심 된답니다.
, 
모든 재료가 익으면 마지막에 깻잎, 참기름 2, 통깨 2를 넣고 불을 높여 휘리릭 한 번 더 볶아 마무리합니다
, 
닭갈비 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/01/d9f6f07c362a51c5e267a58e00c8d0e01.jpg
계란빵,egg,4인분,60분 이내,"달걀 6개', '베이컨 4줄(길이가 짧아요)', '대파 조금', '핫케이크 가루 2컵', '우유 2/3컵', '달걀 2개', '소금 적당량', '식용유 '","종이컵에 핫케이크 가루 2컵과 우유 2/3컵 그리고 달걀 2개를 준비해주세요.
, 
반죽할 그릇에 핫케이크 가루 2, 우유 2/3컵을 붓고 달걀 2개는 풀어 함께 넣고 모든 재료를 고루 섞어 멍울이 지지 않게 반죽을 만들어 주세요. 
, 
베이컨 4줄을 다져주고, 종이컵 6개 그리고 달걀 6개를 준비해 줍니다.
, 
종이컵에 실리콘 붓을 이용해 전체적으로 기름칠을 해주세요. 그래야지 계란빵이 잘 떼어진답니다. 
, 
반죽을 6개로 나눠 종이컵에 붓고 
, 
달걀을 1개씩 각각 깨서 넣어주세요. 
, 
노른자는 이쑤시개를 이용해 콕콕 찔러주고 소금으로 솔솔 뿌려 간을 적당히 해주세요. * 베이컨을 올릴 경우 소금 간은 조금만 해주세요. 
, 
그 위에 베이컨과 대파를 올려줍니다. 
, 
에어프라이어에 컵을 나란히 올리고 4개만 들어가네요 ^^에어프라이어
, 
160도에서 10분간 굽고 (10분 구운 모습) 
, 
익힘 정도를 살펴보고 또 5분 정도 구워주었어요. (5분 더 구워진 모습)
, 
아래쪽도 잘 익었나 종이컵을 뜯어 뒤집어 보니 노릇노릇하게 잘 익었더라고요. 같은 방법으로 2개 더 구워 6개 만들었어요. * 저는 160도에서 10분, 5분 구웠습니다. 에어프라이어 기종에 따라 굽기 정도가 다를 수 있으니 중간중간 체크해주세요.
, 
계란빵 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/01/2bf7a344001f0aca6ac4916bab0c14601.jpg
얼큰소고기버섯전골,mushroom,4인분,60분 이내,"소고기(불고깃감) 400g', '새송이버섯 2개', '표고버섯 5개', '팽이버섯 1봉지', '느타리버섯 2줌', '대파 1/2대', '양파 1/2개', '홍고추 1/2개', '알배기 배추 3장', '두부 1/3모', '당근 조금(생략 가능)', '물 2컵', '고추장 1스푼', '고춧가루 3스푼', '된장 0.5스푼', '다진 마늘 1스푼', '설탕 1스푼', '국간장 1/5컵', '물 2컵', '국간장 1/5컵'","소고기는 키친타월을 이용해 핏물을 제거하고 먹기 좋게 썰어 준비해주세요.
, 
배추, 두부는 먹기 좋은 크기로 썰고, 양파는 채 썰어주고 대파, 홍고추는 송송 썰고, 새송이, 표고버섯은 적당한 크기로 썰고 느타리, 팽이버섯은 적당한 분량을 가닥가닥 떼어주세요
, 
* 두부, 배추, 당근은 생략하셔도 됩니다.
, 
냄비에 물 2컵을 붓고 물이 끓어오르면
, 
먹기 좋게 잘라 놓은 소고기를 넣어 고기가 뭉치지 않게 젓가락으로 젓어가며 고기를 익혀 줍니다.
, 
이어 양념재료인 고추장 1, 된장 0.5, 고춧가루 3, 설탕 1, 다진 마늘 1, 국간장 1/5컵을 한데 넣어 양념을 고루 풀어주고 소고기와 함께 바글바글 끓여주세요.
, 
고기가 익으면 다른 그릇에 따로 꺼내 담아둡니다.
, 
끓이다 육수가 부족할 수 있으니 그릇에 물 2컵과 국간장 1/5컵을 섞어 육수를 만들어 둡니다.
, 
고기를 건져내고 나면
, 
남은 육수에 준비한 재료를  모양을 잡아 골고루 올려 주심 된답니다.
, 
불 위에 올려 끓여드심 된답니다.
, 
얼큰한 소고기 버섯전골 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/31/6b776b5d65f4bf11882de2e131b657fa1.jpg
